age,education,hispanic,household_income,race_ethnicity,extra_covid_worn_mask,state,trump_biden,binary,household_income_grouped,education_grouped,age_group
64,"College Degree (such as B.A., B.S.)",not hispanic,"$55,000 to $59,999",white,Yes,CA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,56-75
87,High school graduate,not hispanic,"Less than $14,999",white,Yes,MD,Donald Trump,1,$25k or less,Completed HS,76 or Older
78,Masters degree,not hispanic,"$55,000 to $59,999",white,Yes,AL,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree or more,76 or Older
45,Associate Degree,not hispanic,"$20,000 to $24,999",white,Yes,OR,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,36-55
50,Completed some high school,not hispanic,"Less than $14,999",white,Yes,LA,Donald Trump,1,$25k or less,Completed some HS,36-55
40,Doctorate degree,not hispanic,"$150,000 to $174,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
42,"College Degree (such as B.A., B.S.)",not hispanic,"$200,000 to $249,999",white,Yes,FL,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
79,"Completed some college, but no degree",not hispanic,"$20,000 to $24,999",white,Yes,AK,Donald Trump,1,$25k or less,Participated in Higher Education,76 or Older
46,"College Degree (such as B.A., B.S.)",not hispanic,"$65,000 to $69,999",white,No,SC,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
34,"College Degree (such as B.A., B.S.)",mexican,"$35,000 to $39,999",white,Yes,NC,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
40,"College Degree (such as B.A., B.S.)",not hispanic,"$200,000 to $249,999",white,Yes,OH,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
26,Associate Degree,mexican,"$100,000 to $124,999",black/african american/negro,Yes,NV,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,18-35
41,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",white,Yes,PA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,36-55
53,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,Yes,TX,Donald Trump,1,$50k to $75k,Participated in Higher Education,36-55
35,"Completed some graduate, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,NY,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree or more,18-35
26,High school graduate,not hispanic,"Less than $14,999",asian or pacific islander,Yes,DC,Joe Biden,0,$25k or less,Completed HS,18-35
39,"College Degree (such as B.A., B.S.)",not hispanic,"$175,000 to $199,999",white,Yes,WI,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
29,"Completed some graduate, but no degree",not hispanic,"$70,000 to $74,999",white,Yes,IL,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
40,Masters degree,not hispanic,"$125,000 to $149,999",white,Yes,VA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
35,"Completed some graduate, but no degree",not hispanic,"$85,000 to $89,999",white,Yes,PA,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree or more,18-35
64,Associate Degree,not hispanic,"$30,000 to $34,999",white,No,KS,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,56-75
50,"College Degree (such as B.A., B.S.)",not hispanic,"$70,000 to $74,999",asian or pacific islander,Yes,MA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
18,High school graduate,mexican,"Less than $14,999","other race, nec",Yes,KS,Joe Biden,0,$25k or less,Completed HS,18-35
66,High school graduate,not hispanic,"$45,000 to $49,999",white,Yes,MI,Donald Trump,1,$25k to $50k,Completed HS,56-75
19,Doctorate degree,mexican,"Less than $14,999",black/african american/negro,Yes,KY,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree or more,18-35
85,Masters degree,not hispanic,"$95,000 to $99,999",white,Yes,VA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree or more,76 or Older
39,"College Degree (such as B.A., B.S.)",not hispanic,"$95,000 to $99,999",white,Yes,NY,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
51,"College Degree (such as B.A., B.S.)",not hispanic,"$85,000 to $89,999",white,Yes,NJ,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
43,"College Degree (such as B.A., B.S.)",not hispanic,"$85,000 to $89,999",white,Yes,PA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
41,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,Yes,TN,Joe Biden,0,$50k to $75k,Participated in Higher Education,36-55
33,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,TX,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,18-35
40,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,IN,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
80,"Completed some college, but no degree",not hispanic,"$40,000 to $44,999",white,Yes,NJ,Joe Biden,0,$25k to $50k,Participated in Higher Education,76 or Older
67,Masters degree,not hispanic,"$45,000 to $49,999",white,Yes,FL,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree or more,56-75
49,High school graduate,not hispanic,"$30,000 to $34,999",white,No,AL,Donald Trump,1,$25k to $50k,Completed HS,36-55
63,High school graduate,not hispanic,"$40,000 to $44,999",white,Yes,GA,Donald Trump,1,$25k to $50k,Completed HS,56-75
67,"Completed some college, but no degree",not hispanic,"$45,000 to $49,999",white,Yes,TN,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
27,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,TX,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
47,High school graduate,not hispanic,"$15,000 to $19,999",white,Yes,AL,Donald Trump,1,$25k or less,Completed HS,36-55
22,Associate Degree,mexican,"$50,000 to $54,999",white,No,CO,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,18-35
71,"College Degree (such as B.A., B.S.)",not hispanic,"$55,000 to $59,999",white,Yes,CA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,56-75
53,High school graduate,not hispanic,"$40,000 to $44,999",black/african american/negro,Yes,GA,Joe Biden,0,$25k to $50k,Completed HS,36-55
54,"Completed some college, but no degree",not hispanic,"$35,000 to $39,999",white,Yes,SD,Donald Trump,1,$25k to $50k,Participated in Higher Education,36-55
59,High school graduate,not hispanic,"Less than $14,999",white,Yes,MD,Joe Biden,0,$25k or less,Completed HS,56-75
77,High school graduate,not hispanic,"$15,000 to $19,999",white,Yes,IN,Donald Trump,1,$25k or less,Completed HS,76 or Older
64,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,Yes,CO,Donald Trump,1,$50k to $75k,Participated in Higher Education,56-75
58,"College Degree (such as B.A., B.S.)",not hispanic,"$175,000 to $199,999",white,Yes,DE,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree,56-75
64,"Completed some college, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,IL,Joe Biden,0,$25k or less,Participated in Higher Education,56-75
39,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,FL,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
29,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,Yes,CA,Joe Biden,0,$25k or less,Completed HS,18-35
72,Completed some high school,Other Hispanic,"$25,000 to $29,999",white,Yes,KY,Donald Trump,1,$25k to $50k,Completed some HS,56-75
58,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,TX,Donald Trump,1,$25k or less,Participated in Higher Education,56-75
52,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",black/african american/negro,Yes,NJ,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,36-55
74,Other post high school vocational training,not hispanic,"$30,000 to $34,999",white,Yes,CT,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
45,Masters degree,not hispanic,"$125,000 to $149,999",white,Yes,FL,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
44,Masters degree,not hispanic,"$100,000 to $124,999",white,Yes,VA,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
35,Masters degree,not hispanic,"$65,000 to $69,999",white,Yes,NY,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
57,"Completed some college, but no degree",not hispanic,"$70,000 to $74,999",white,Yes,DE,Donald Trump,1,$50k to $75k,Participated in Higher Education,56-75
76,"Completed some college, but no degree",not hispanic,"$20,000 to $24,999",white,No,NV,Donald Trump,1,$25k or less,Participated in Higher Education,76 or Older
43,"College Degree (such as B.A., B.S.)",not hispanic,"$200,000 to $249,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
32,"College Degree (such as B.A., B.S.)",not hispanic,"$95,000 to $99,999",white,Yes,NJ,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,18-35
64,"College Degree (such as B.A., B.S.)",mexican,"$55,000 to $59,999",white,Yes,OH,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,56-75
67,Other post high school vocational training,not hispanic,"$45,000 to $49,999",white,Yes,FL,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
63,"College Degree (such as B.A., B.S.)",not hispanic,"$125,000 to $149,999",white,Yes,MI,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,56-75
54,Doctorate degree,not hispanic,"$100,000 to $124,999",white,Yes,OH,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
62,"Completed some college, but no degree",puerto rican,"$60,000 to $64,999",white,Yes,FL,Donald Trump,1,$50k to $75k,Participated in Higher Education,56-75
53,High school graduate,not hispanic,"Less than $14,999",white,Yes,IL,Donald Trump,1,$25k or less,Completed HS,36-55
42,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,OH,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
44,"Completed some college, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,ME,Donald Trump,1,$100k to $150k,Participated in Higher Education,36-55
52,High school graduate,not hispanic,"$40,000 to $44,999",white,Yes,MA,Joe Biden,0,$25k to $50k,Completed HS,36-55
42,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,NJ,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
28,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",white,Yes,MO,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
39,"Completed some college, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,NY,Joe Biden,0,$100k to $150k,Participated in Higher Education,36-55
44,High school graduate,not hispanic,"$80,000 to $84,999",white,Yes,CO,Donald Trump,1,$75k to $100k,Completed HS,36-55
52,"Completed some college, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,CO,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
62,"Completed some college, but no degree",not hispanic,"$35,000 to $39,999",black/african american/negro,Yes,AR,Joe Biden,0,$25k to $50k,Participated in Higher Education,56-75
43,High school graduate,not hispanic,"$40,000 to $44,999",white,Yes,KS,Donald Trump,1,$25k to $50k,Completed HS,36-55
35,"Completed some graduate, but no degree",not hispanic,"$95,000 to $99,999",white,Yes,CT,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree or more,18-35
40,Other post high school vocational training,not hispanic,"$100,000 to $124,999",white,Yes,WV,Joe Biden,0,$100k to $150k,Participated in Higher Education,36-55
69,"College Degree (such as B.A., B.S.)",not hispanic,"$25,000 to $29,999",white,Yes,IN,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
80,"College Degree (such as B.A., B.S.)",not hispanic,"$95,000 to $99,999",white,Yes,MA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,76 or Older
70,"Completed some college, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,MO,Donald Trump,1,$25k or less,Participated in Higher Education,56-75
31,"Completed some college, but no degree",not hispanic,"$85,000 to $89,999",white,Yes,NJ,Donald Trump,1,$75k to $100k,Participated in Higher Education,18-35
80,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,PA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,76 or Older
53,"College Degree (such as B.A., B.S.)",not hispanic,"Less than $14,999",white,Yes,NV,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,36-55
54,"Completed some college, but no degree",mexican,"$50,000 to $54,999","other race, nec",Yes,FL,Joe Biden,0,$50k to $75k,Participated in Higher Education,36-55
35,"College Degree (such as B.A., B.S.)",mexican,"$100,000 to $124,999",white,Yes,NY,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
30,"Completed some graduate, but no degree",not hispanic,"$90,000 to $94,999",white,Yes,NY,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree or more,18-35
33,"College Degree (such as B.A., B.S.)",not hispanic,"$125,000 to $149,999",white,Yes,TX,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,18-35
57,High school graduate,not hispanic,"$20,000 to $24,999",white,Yes,WA,Donald Trump,1,$25k or less,Completed HS,56-75
58,Other post high school vocational training,not hispanic,"$15,000 to $19,999",white,Yes,IL,Joe Biden,0,$25k or less,Participated in Higher Education,56-75
63,Associate Degree,not hispanic,"$70,000 to $74,999",white,Yes,NJ,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,56-75
61,"College Degree (such as B.A., B.S.)",not hispanic,"$90,000 to $94,999",white,Yes,NJ,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,56-75
36,"College Degree (such as B.A., B.S.)",not hispanic,"$20,000 to $24,999",black/african american/negro,Yes,OK,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,36-55
19,"Completed some college, but no degree",not hispanic,"$40,000 to $44,999",black/african american/negro,Yes,MO,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
59,"Completed some college, but no degree",not hispanic,"$60,000 to $64,999",white,Yes,TX,Donald Trump,1,$50k to $75k,Participated in Higher Education,56-75
20,Associate Degree,not hispanic,"$40,000 to $44,999","other race, nec",Yes,VA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
20,Completed some high school,not hispanic,"Less than $14,999",white,Yes,AL,Joe Biden,0,$25k or less,Completed some HS,18-35
70,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,NY,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,56-75
62,"Completed some college, but no degree",not hispanic,"$60,000 to $64,999",white,Yes,TX,Donald Trump,1,$50k to $75k,Participated in Higher Education,56-75
70,High school graduate,not hispanic,"$20,000 to $24,999",white,Yes,TN,Donald Trump,1,$25k or less,Completed HS,56-75
19,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,Yes,TX,Joe Biden,0,$25k or less,Completed HS,18-35
33,Masters degree,not hispanic,"$65,000 to $69,999",white,Yes,MD,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
61,"College Degree (such as B.A., B.S.)",not hispanic,"$40,000 to $44,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
72,High school graduate,not hispanic,"$35,000 to $39,999",white,Yes,WV,Donald Trump,1,$25k to $50k,Completed HS,56-75
38,"College Degree (such as B.A., B.S.)",not hispanic,"$70,000 to $74,999",white,No,MS,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
63,"Completed some college, but no degree",not hispanic,"$45,000 to $49,999",white,Yes,NY,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
40,Masters degree,not hispanic,"$45,000 to $49,999",white,Yes,MI,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree or more,36-55
27,"Completed some college, but no degree",not hispanic,"$35,000 to $39,999",white,Yes,MD,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
25,Completed some high school,not hispanic,"$30,000 to $34,999",american indian or alaska native,No,NY,Joe Biden,0,$25k to $50k,Completed some HS,18-35
